_Customer_ID,_Purchase_Date,_Product_Category,_Product_Price,_Quantity,_Total_Purchase_Amount,_Payment_Method,_Customer_Age,_Returns,_Customer_Name,_Gender,_Churn
45311,17/5/2020,Electronics,387,1,2826,PayPal,58,1,Brandon Torres,Female,0
48163,11/8/2022,Clothing,183,5,2233,Cash,40,1,Brittany Mays,Female,0
48163,21/1/2021,Electronics,293,5,715,PayPal,40,1,Brittany Mays,Female,0
48163,26/2/2023,Home,455,3,2380,PayPal,40,0,Brittany Mays,Female,0
48163,1/5/2020,Electronics,154,5,2439,Cash,40,1,Brittany Mays,Female,0
48464,31/12/2021,Books,463,2,1632,PayPal,46,1,Amanda Gonzales,Female,0
48464,9/6/2022,Electronics,276,2,5093,PayPal,46,0,Amanda Gonzales,Female,0
48464,6/7/2021,Books,464,1,3763,PayPal,46,1,Amanda Gonzales,Female,0
48464,25/5/2023,Electronics,119,4,1201,PayPal,46,1,Amanda Gonzales,Female,0
48464,16/3/2021,Home,120,2,4871,PayPal,46,1,Amanda Gonzales,Female,0
47665,5/6/2023,Clothing,152,1,2112,Credit Card,38,1,Gregory King,Male,0
47665,30/3/2020,Clothing,206,5,4676,Credit Card,38,1,Gregory King,Male,0
47665,5/2/2022,Clothing,476,5,3696,Cash,38,1,Gregory King,Male,0
47665,31/12/2020,Electronics,189,2,5054,PayPal,38,1,Gregory King,Male,0
45497,10/1/2021,Clothing,54,1,4184,Credit Card,64,1,Alex Young,Male,1
45497,13/9/2020,Electronics,488,4,4002,PayPal,64,1,Alex Young,Male,1
45497,26/8/2020,Home,408,4,1175,Credit Card,64,0,Alex Young,Male,1
45497,7/7/2020,Home,112,5,4496,Cash,64,1,Alex Young,Male,1
45916,15/8/2021,Home,401,5,2294,PayPal,67,0,Michelle Farrell,Female,0
45916,11/2/2023,Electronics,489,3,4388,Credit Card,67,1,Michelle Farrell,Female,0
45916,22/1/2020,Electronics,412,2,1497,PayPal,67,0,Michelle Farrell,Female,0
45916,21/6/2022,Clothing,211,3,3449,Credit Card,67,0,Michelle Farrell,Female,0
45916,2/6/2021,Electronics,110,1,4035,Credit Card,67,0,Michelle Farrell,Female,0
48870,7/5/2020,Books,327,5,3110,PayPal,19,1,Nicolas Johnson,Female,0
48870,9/5/2021,Clothing,141,4,2567,Credit Card,19,0,Nicolas Johnson,Female,0
48870,1/9/2023,Home,242,2,1261,Cash,19,1,Nicolas Johnson,Female,0
49627,22/7/2021,Home,467,3,2219,Credit Card,41,1,John Soto,Female,0
49627,18/6/2021,Books,261,5,5094,Cash,41,1,John Soto,Female,0
49627,11/12/2020,Home,342,4,1665,Cash,41,0,John Soto,Female,0
49627,17/8/2020,Books,359,3,5157,Cash,41,1,John Soto,Female,0
49627,28/7/2021,Home,435,1,359,Credit Card,41,1,John Soto,Female,0
45453,24/3/2021,Clothing,339,4,2986,Credit Card,66,1,Steven King,Male,0
45453,21/5/2021,Clothing,122,2,4953,Cash,66,1,Steven King,Male,0
45453,13/4/2021,Electronics,211,1,429,Credit Card,66,1,Steven King,Male,0
45453,5/11/2022,Books,60,2,1066,Cash,66,0,Steven King,Male,0
45453,19/12/2020,Electronics,133,4,2227,PayPal,66,1,Steven King,Male,0
45453,9/11/2022,Clothing,48,4,2089,Cash,66,0,Steven King,Male,0
45409,29/3/2022,Books,290,3,4243,PayPal,35,0,Megan Barrett,Male,0
45409,18/5/2023,Books,32,1,659,Cash,35,1,Megan Barrett,Male,0
45409,5/11/2022,Books,489,2,1076,PayPal,35,1,Megan Barrett,Male,0
45409,1/7/2022,Electronics,326,4,799,PayPal,35,1,Megan Barrett,Male,0
45409,15/6/2020,Home,315,3,2633,Cash,35,1,Megan Barrett,Male,0
45165,14/9/2022,Clothing,319,5,4018,Credit Card,23,0,Katherine Lin,Female,0
45165,17/6/2023,Home,299,4,1134,Credit Card,23,1,Katherine Lin,Female,0
45165,22/5/2023,Electronics,378,1,4280,Credit Card,23,0,Katherine Lin,Female,0
45941,24/4/2020,Electronics,263,4,659,Cash,25,0,Dr. Valerie Mitchell,Male,0
45941,15/11/2021,Home,273,4,864,Credit Card,25,1,Dr. Valerie Mitchell,Male,0
45941,16/5/2023,Books,66,5,4051,Cash,25,1,Dr. Valerie Mitchell,Male,0
45941,28/12/2022,Books,486,2,1063,Cash,25,1,Dr. Valerie Mitchell,Male,0
45941,19/10/2020,Books,51,1,473,Credit Card,25,1,Dr. Valerie Mitchell,Male,0
46668,4/2/2021,Home,372,4,4238,PayPal,31,0,Brandon Lee,Female,0
46668,10/6/2023,Home,417,3,1276,PayPal,31,1,Brandon Lee,Female,0
46668,14/1/2023,Clothing,231,4,1312,PayPal,31,1,Brandon Lee,Female,0
49739,1/9/2020,Electronics,479,5,2104,Credit Card,22,0,Erica Burton,Male,0
49739,31/12/2020,Books,299,3,4954,Cash,22,1,Erica Burton,Male,0
49739,5/3/2022,Clothing,409,5,1879,PayPal,22,0,Erica Burton,Male,0
49739,25/11/2022,Electronics,195,1,4198,PayPal,22,0,Erica Burton,Male,0
49739,13/8/2021,Home,476,2,1678,Cash,22,1,Erica Burton,Male,0
49739,13/3/2022,Electronics,194,1,483,PayPal,22,0,Erica Burton,Male,0
46169,18/12/2021,Home,239,5,2498,PayPal,30,1,Hailey Soto,Male,0
46169,6/5/2021,Clothing,481,3,432,Credit Card,30,1,Hailey Soto,Male,0
46169,4/9/2022,Electronics,364,5,592,Credit Card,30,1,Hailey Soto,Male,0
46169,24/5/2023,Home,195,4,3141,PayPal,30,0,Hailey Soto,Male,0
46169,3/5/2022,Electronics,350,2,4228,PayPal,30,1,Hailey Soto,Male,0
46169,31/7/2023,Home,425,1,1909,PayPal,30,1,Hailey Soto,Male,0
45408,9/1/2021,Clothing,402,3,3561,Credit Card,68,1,Erin Shaw,Male,0
45408,5/12/2021,Clothing,195,1,4659,Credit Card,68,0,Erin Shaw,Male,0
45408,10/4/2021,Clothing,320,5,731,Cash,68,0,Erin Shaw,Male,0
45408,9/4/2021,Electronics,357,5,4553,PayPal,68,0,Erin Shaw,Male,0
47448,21/7/2023,Electronics,15,3,4151,PayPal,48,1,Paul Collins,Female,0
47448,29/7/2020,Books,171,1,1672,PayPal,48,0,Paul Collins,Female,0
47448,25/6/2020,Electronics,319,1,1416,PayPal,48,1,Paul Collins,Female,0
47448,7/3/2022,Clothing,385,5,1306,Credit Card,48,1,Paul Collins,Female,0
47448,20/6/2021,Electronics,327,2,5129,PayPal,48,1,Paul Collins,Female,0
49717,16/4/2023,Books,44,3,5064,PayPal,18,1,Jessica Thomas,Male,0
49717,8/4/2023,Clothing,167,1,2336,Credit Card,18,0,Jessica Thomas,Male,0
49717,15/3/2022,Books,422,1,2014,Credit Card,18,0,Jessica Thomas,Male,0
49717,2/6/2021,Home,251,1,377,Cash,18,1,Jessica Thomas,Male,0
49717,17/12/2021,Electronics,466,1,2534,Cash,18,1,Jessica Thomas,Male,0
46046,3/9/2021,Home,229,4,1742,Cash,47,0,Cameron Burch,Female,0
46046,15/8/2023,Home,136,2,2881,PayPal,47,1,Cameron Burch,Female,0
49059,1/5/2021,Electronics,281,2,1085,Credit Card,56,1,Jessica Tucker,Female,0
49059,29/6/2022,Electronics,461,3,4819,Cash,56,0,Jessica Tucker,Female,0
49059,1/7/2020,Electronics,416,3,2726,PayPal,56,0,Jessica Tucker,Female,0
49059,24/1/2022,Clothing,391,5,2731,Cash,56,1,Jessica Tucker,Female,0
49059,14/9/2021,Clothing,129,3,4861,Credit Card,56,1,Jessica Tucker,Female,0
49059,15/7/2022,Electronics,169,4,4143,Cash,56,0,Jessica Tucker,Female,0
49059,16/7/2021,Home,463,2,1992,Credit Card,56,0,Jessica Tucker,Female,0
49059,3/10/2021,Electronics,262,3,2616,Credit Card,56,0,Jessica Tucker,Female,0
49059,2/8/2022,Clothing,14,1,3190,PayPal,56,0,Jessica Tucker,Female,0
47697,25/4/2022,Electronics,437,2,3460,Cash,42,1,Ernest House,Female,1
47697,16/5/2021,Home,264,2,4732,PayPal,42,0,Ernest House,Female,1
47697,15/6/2021,Home,169,5,2146,Cash,42,1,Ernest House,Female,1
47697,26/8/2021,Home,168,2,3800,Credit Card,42,0,Ernest House,Female,1
49547,22/4/2020,Home,483,1,3300,Credit Card,65,1,Robin Jones,Female,0
49547,27/12/2020,Clothing,269,4,1758,PayPal,65,1,Robin Jones,Female,0
49547,18/7/2022,Home,24,4,4424,Credit Card,65,0,Robin Jones,Female,0
49547,5/6/2021,Home,161,2,4734,Cash,65,1,Robin Jones,Female,0
49547,4/8/2020,Clothing,15,5,5321,Cash,65,0,Robin Jones,Female,0
49547,1/4/2022,Books,496,3,874,PayPal,65,1,Robin Jones,Female,0
49547,30/3/2020,Electronics,307,5,2060,PayPal,65,1,Robin Jones,Female,0
49547,3/1/2023,Clothing,361,1,4281,Credit Card,65,0,Robin Jones,Female,0
47656,31/5/2021,Home,171,1,2029,PayPal,48,0,Mason Green,Male,0
47656,3/10/2020,Clothing,225,4,3302,Cash,48,0,Mason Green,Male,0
47656,24/8/2020,Electronics,372,5,859,PayPal,48,0,Mason Green,Male,0
47656,21/8/2023,Electronics,97,1,2506,Credit Card,48,1,Mason Green,Male,0
47656,31/3/2022,Books,352,1,4094,Credit Card,48,0,Mason Green,Male,0
47747,24/2/2022,Electronics,171,5,3208,PayPal,51,1,Lauren Garcia,Female,0
47747,18/7/2021,Books,420,2,1752,PayPal,51,1,Lauren Garcia,Female,0
47747,1/9/2023,Clothing,290,1,2969,Cash,51,0,Lauren Garcia,Female,0
47747,24/5/2023,Books,23,2,1678,Credit Card,51,1,Lauren Garcia,Female,0
47747,18/5/2021,Books,397,1,5132,Credit Card,51,1,Lauren Garcia,Female,0
47747,27/11/2021,Clothing,404,3,2782,Credit Card,51,1,Lauren Garcia,Female,0
47747,19/11/2021,Clothing,395,5,4049,Credit Card,51,0,Lauren Garcia,Female,0
48119,6/1/2020,Clothing,212,4,3758,Cash,20,1,Matthew Marshall,Male,0
48119,26/9/2022,Home,406,5,3928,Cash,20,0,Matthew Marshall,Male,0
48119,8/6/2020,Home,471,3,1163,Cash,20,0,Matthew Marshall,Male,0
49716,20/2/2023,Books,233,2,3390,Cash,42,1,Jessica Torres,Female,0
49716,15/1/2020,Books,265,2,3659,Credit Card,42,1,Jessica Torres,Female,0
49716,29/5/2022,Electronics,316,4,2336,Credit Card,42,1,Jessica Torres,Female,0
49716,30/3/2021,Electronics,451,2,3432,Credit Card,42,1,Jessica Torres,Female,0
49716,21/5/2021,Electronics,247,2,3164,PayPal,42,1,Jessica Torres,Female,0
48671,3/8/2021,Home,393,5,3528,Cash,57,1,Isaac Atkins,Female,0
48671,26/8/2020,Clothing,76,4,2911,Cash,57,0,Isaac Atkins,Female,0
48671,17/4/2022,Books,338,3,4256,PayPal,57,1,Isaac Atkins,Female,0
48671,6/6/2022,Clothing,464,4,1430,Cash,57,1,Isaac Atkins,Female,0
48671,30/4/2020,Home,168,1,2088,Credit Card,57,1,Isaac Atkins,Female,0
48671,28/9/2022,Clothing,490,4,756,PayPal,57,1,Isaac Atkins,Female,0
48498,26/6/2021,Books,86,5,2456,Cash,38,0,Alexander Lyons,Male,1
48498,3/8/2020,Home,394,2,2559,PayPal,38,1,Alexander Lyons,Male,1
48498,21/11/2022,Clothing,403,3,2341,Credit Card,38,0,Alexander Lyons,Male,1
48498,27/8/2023,Home,53,4,722,PayPal,38,0,Alexander Lyons,Male,1
47368,23/11/2021,Clothing,221,4,3746,Credit Card,56,1,Jason Mccall,Male,0
47368,22/8/2023,Clothing,221,3,3208,Cash,56,1,Jason Mccall,Male,0
47368,8/8/2020,Electronics,325,1,1121,Credit Card,56,0,Jason Mccall,Male,0
47368,22/4/2021,Electronics,357,2,539,PayPal,56,1,Jason Mccall,Male,0
47368,28/12/2022,Home,65,3,450,Credit Card,56,0,Jason Mccall,Male,0
47368,17/10/2020,Electronics,295,1,3396,PayPal,56,1,Jason Mccall,Male,0
47368,4/5/2022,Books,172,2,3669,Cash,56,1,Jason Mccall,Male,0
47885,24/2/2020,Clothing,324,3,3433,PayPal,41,1,Jeffrey Miller,Female,0
47885,13/2/2020,Books,404,4,3739,PayPal,41,1,Jeffrey Miller,Female,0
47885,10/2/2023,Books,445,3,3502,PayPal,41,0,Jeffrey Miller,Female,0
47885,8/8/2021,Electronics,333,1,1740,Cash,41,0,Jeffrey Miller,Female,0
45826,19/7/2022,Books,22,1,4348,Credit Card,48,1,Jordan Davis,Male,0
45826,4/4/2022,Electronics,42,2,3399,Credit Card,48,0,Jordan Davis,Male,0
45826,27/5/2020,Clothing,96,4,4668,Credit Card,48,1,Jordan Davis,Male,0
45826,18/7/2021,Electronics,282,2,2159,Credit Card,48,1,Jordan Davis,Male,0
45826,9/7/2023,Home,357,5,2426,Cash,48,1,Jordan Davis,Male,0
45288,14/7/2020,Electronics,66,5,2645,Credit Card,48,1,William Hudson,Female,0
45288,8/8/2021,Home,89,1,4578,Credit Card,48,1,William Hudson,Female,0
45288,22/5/2022,Home,491,3,4245,PayPal,48,1,William Hudson,Female,0
45288,30/4/2021,Books,153,4,4971,Credit Card,48,1,William Hudson,Female,0
45288,15/2/2021,Clothing,380,5,3449,Credit Card,48,0,William Hudson,Female,0
45607,15/2/2023,Books,362,1,643,Credit Card,26,1,Phillip Wolf,Female,0
45607,23/9/2020,Home,195,5,973,Cash,26,1,Phillip Wolf,Female,0
45607,12/11/2020,Clothing,188,1,2830,PayPal,26,0,Phillip Wolf,Female,0
45607,4/2/2023,Home,215,3,3357,Cash,26,1,Phillip Wolf,Female,0
45607,30/12/2020,Books,487,1,3486,Credit Card,26,0,Phillip Wolf,Female,0
45607,1/2/2023,Books,27,3,1543,Credit Card,26,0,Phillip Wolf,Female,0
45607,5/1/2021,Electronics,87,1,4547,Cash,26,1,Phillip Wolf,Female,0
47658,19/12/2021,Clothing,33,2,1802,Credit Card,27,0,Kristi Hensley,Male,0
47658,14/4/2022,Home,499,1,3959,Cash,27,1,Kristi Hensley,Male,0
47658,13/9/2023,Home,203,1,1421,Cash,27,1,Kristi Hensley,Male,0
47658,15/6/2020,Clothing,482,2,4042,PayPal,27,1,Kristi Hensley,Male,0
47658,8/1/2020,Electronics,234,2,941,Cash,27,1,Kristi Hensley,Male,0
46978,21/4/2021,Electronics,500,5,3551,PayPal,42,0,Jennifer Steele,Female,1
46978,5/7/2022,Home,236,5,1993,PayPal,42,1,Jennifer Steele,Female,1
46978,13/10/2020,Home,147,4,1619,Cash,42,0,Jennifer Steele,Female,1
46978,21/3/2022,Clothing,401,2,970,PayPal,42,1,Jennifer Steele,Female,1
46978,20/8/2021,Home,328,2,2276,Credit Card,42,0,Jennifer Steele,Female,1
46978,29/9/2022,Home,312,3,2311,PayPal,42,0,Jennifer Steele,Female,1
46978,13/6/2022,Clothing,351,1,3076,Cash,42,1,Jennifer Steele,Female,1
46978,1/11/2021,Home,234,2,2074,Credit Card,42,1,Jennifer Steele,Female,1
46978,1/1/2023,Clothing,113,3,3544,Credit Card,42,1,Jennifer Steele,Female,1
46550,5/1/2021,Clothing,39,4,4339,PayPal,54,1,Leonard Williams,Male,0
46550,17/8/2023,Electronics,247,3,5125,PayPal,54,1,Leonard Williams,Male,0
46550,17/9/2022,Electronics,445,5,3553,PayPal,54,1,Leonard Williams,Male,0
46550,29/5/2020,Home,150,4,1442,PayPal,54,1,Leonard Williams,Male,0
47175,15/4/2020,Books,470,3,1866,Credit Card,61,1,Jessica Hardy,Female,0
47175,29/6/2021,Books,222,1,1382,Cash,61,1,Jessica Hardy,Female,0
47175,3/7/2021,Clothing,223,4,3089,Credit Card,61,1,Jessica Hardy,Female,0
47175,11/8/2020,Books,223,3,2661,Credit Card,61,1,Jessica Hardy,Female,0
47175,12/8/2023,Home,334,4,3409,Credit Card,61,0,Jessica Hardy,Female,0
47901,23/11/2021,Home,47,4,1190,Cash,59,1,Paul Burnett,Male,0
47901,1/7/2023,Electronics,476,5,5213,PayPal,59,0,Paul Burnett,Male,0
49401,22/10/2020,Home,266,2,4707,Cash,36,1,Benjamin Melendez,Male,0
49401,3/3/2022,Home,467,5,1630,Credit Card,36,1,Benjamin Melendez,Male,0
49401,12/8/2021,Clothing,481,1,3685,PayPal,36,0,Benjamin Melendez,Male,0
49401,14/3/2021,Home,277,4,5104,Cash,36,1,Benjamin Melendez,Male,0
49401,24/6/2023,Home,122,2,883,Credit Card,36,0,Benjamin Melendez,Male,0
49401,11/3/2023,Electronics,354,1,1338,Cash,36,0,Benjamin Melendez,Male,0
49401,12/12/2021,Clothing,139,2,1863,Credit Card,36,1,Benjamin Melendez,Male,0
49401,27/11/2020,Home,192,1,3775,Credit Card,36,0,Benjamin Melendez,Male,0
47632,20/8/2020,Home,295,5,2586,Credit Card,62,1,Jeffrey Howard,Male,1
47632,7/4/2022,Electronics,355,4,3056,Credit Card,62,0,Jeffrey Howard,Male,1
47632,1/3/2022,Clothing,244,3,3995,PayPal,62,0,Jeffrey Howard,Male,1
47632,5/3/2020,Books,493,2,2854,PayPal,62,0,Jeffrey Howard,Male,1
47632,25/7/2021,Electronics,101,4,2159,Credit Card,62,1,Jeffrey Howard,Male,1
47632,25/5/2022,Home,32,2,1467,Cash,62,1,Jeffrey Howard,Male,1
47524,6/9/2022,Electronics,360,5,1164,Cash,62,0,Paul Green,Female,0
47524,28/11/2020,Clothing,220,4,5185,PayPal,62,1,Paul Green,Female,0
47524,30/3/2023,Clothing,314,3,2059,PayPal,62,1,Paul Green,Female,0
47524,31/3/2021,Electronics,328,1,2987,PayPal,62,0,Paul Green,Female,0
47434,13/7/2023,Clothing,368,2,3407,Credit Card,26,1,Christopher Gilbert,Female,0
47434,9/5/2023,Clothing,231,1,3359,Credit Card,26,1,Christopher Gilbert,Female,0
47434,6/12/2021,Clothing,432,3,405,PayPal,26,1,Christopher Gilbert,Female,0
47434,14/2/2021,Clothing,172,5,1579,PayPal,26,0,Christopher Gilbert,Female,0
47434,24/3/2022,Electronics,233,2,300,Cash,26,0,Christopher Gilbert,Female,0
47434,13/9/2023,Books,44,3,3338,PayPal,26,1,Christopher Gilbert,Female,0
47434,28/10/2021,Books,421,4,722,Credit Card,26,0,Christopher Gilbert,Female,0
47434,30/10/2021,Books,53,2,3078,Cash,26,1,Christopher Gilbert,Female,0
47434,27/10/2021,Home,94,5,2061,PayPal,26,0,Christopher Gilbert,Female,0
45777,7/3/2021,Clothing,492,3,4522,Cash,44,1,Rachel Mills,Female,0
45777,7/6/2021,Clothing,41,1,287,PayPal,44,0,Rachel Mills,Female,0
45777,7/11/2020,Home,355,5,3735,Cash,44,1,Rachel Mills,Female,0
45777,25/6/2022,Home,217,4,414,PayPal,44,1,Rachel Mills,Female,0
45777,13/6/2023,Electronics,105,2,3684,Cash,44,1,Rachel Mills,Female,0
45777,14/6/2022,Clothing,460,5,4900,Cash,44,1,Rachel Mills,Female,0
45777,20/3/2021,Clothing,101,1,2220,PayPal,44,0,Rachel Mills,Female,0
45777,26/10/2022,Electronics,327,5,5100,Cash,44,1,Rachel Mills,Female,0
45777,3/12/2020,Clothing,87,2,3995,Cash,44,0,Rachel Mills,Female,0
49944,29/3/2022,Home,10,3,686,Credit Card,38,0,Nathaniel Little,Male,0
49944,13/12/2020,Home,220,5,5172,Credit Card,38,1,Nathaniel Little,Male,0
49024,20/9/2020,Electronics,200,3,921,PayPal,57,1,Stephen Ellis,Female,0
49024,15/6/2021,Electronics,153,1,3385,Credit Card,57,1,Stephen Ellis,Female,0
49024,29/2/2020,Electronics,29,2,4478,Cash,57,0,Stephen Ellis,Female,0
49024,6/2/2020,Clothing,190,3,4194,Credit Card,57,1,Stephen Ellis,Female,0
49024,12/12/2020,Clothing,273,5,496,Credit Card,57,1,Stephen Ellis,Female,0
49024,7/8/2021,Books,430,2,5041,Cash,57,1,Stephen Ellis,Female,0
49024,6/11/2022,Books,26,3,1549,Cash,57,0,Stephen Ellis,Female,0
49024,10/6/2023,Clothing,278,5,4095,Cash,57,1,Stephen Ellis,Female,0
49024,5/1/2022,Books,457,4,5149,PayPal,57,1,Stephen Ellis,Female,0
45169,12/9/2021,Home,87,4,3537,PayPal,61,1,Stephanie Hansen,Female,0
45169,14/12/2021,Home,386,4,3700,Credit Card,61,1,Stephanie Hansen,Female,0
45169,5/6/2020,Clothing,260,5,1372,PayPal,61,1,Stephanie Hansen,Female,0
48132,2/11/2020,Clothing,306,1,2713,PayPal,51,1,Michelle Kim,Female,0
48132,23/7/2020,Home,490,3,2613,Credit Card,51,0,Michelle Kim,Female,0
48132,2/2/2021,Electronics,413,2,3304,Credit Card,51,1,Michelle Kim,Female,0
48132,27/11/2022,Clothing,435,3,1048,PayPal,51,0,Michelle Kim,Female,0
48132,21/12/2022,Clothing,207,1,4563,Cash,51,0,Michelle Kim,Female,0
48132,10/2/2021,Books,75,3,2684,PayPal,51,1,Michelle Kim,Female,0
48132,18/7/2021,Home,460,5,5162,Cash,51,0,Michelle Kim,Female,0
46710,4/7/2020,Books,495,2,1289,Cash,52,0,Michael Berg,Male,0
46710,4/6/2020,Books,127,5,1364,Cash,52,1,Michael Berg,Male,0
46710,19/12/2022,Home,231,4,1184,Cash,52,1,Michael Berg,Male,0
46710,12/3/2020,Home,264,4,4726,Credit Card,52,1,Michael Berg,Male,0
46710,5/2/2022,Home,242,3,2235,Cash,52,0,Michael Berg,Male,0
48953,12/8/2022,Home,196,4,258,Credit Card,35,0,Kathleen Perry,Female,0
48953,9/8/2023,Electronics,187,4,684,Cash,35,1,Kathleen Perry,Female,0
48953,13/7/2021,Electronics,461,3,3722,Cash,35,0,Kathleen Perry,Female,0
48953,18/8/2022,Home,225,5,1316,PayPal,35,1,Kathleen Perry,Female,0
48953,23/11/2021,Books,129,4,770,Credit Card,35,1,Kathleen Perry,Female,0
49314,17/6/2021,Clothing,448,3,3569,PayPal,30,1,Joseph Ramos,Male,0
49314,9/1/2020,Clothing,494,2,443,PayPal,30,0,Joseph Ramos,Male,0
49314,28/9/2020,Electronics,364,5,3138,PayPal,30,1,Joseph Ramos,Male,0
47803,14/7/2020,Electronics,125,3,4446,Cash,43,1,Sarah Hutchinson,Female,0
47803,9/3/2023,Electronics,46,4,2596,Credit Card,43,1,Sarah Hutchinson,Female,0
47803,10/1/2020,Electronics,304,4,2200,Credit Card,43,1,Sarah Hutchinson,Female,0
47803,28/8/2020,Clothing,333,4,5214,Cash,43,1,Sarah Hutchinson,Female,0
47803,26/7/2020,Electronics,37,2,3691,PayPal,43,1,Sarah Hutchinson,Female,0
47803,11/6/2023,Books,484,4,4763,Cash,43,0,Sarah Hutchinson,Female,0
47803,3/4/2022,Electronics,493,3,1219,Credit Card,43,1,Sarah Hutchinson,Female,0
48732,31/7/2020,Clothing,185,5,4925,Credit Card,35,1,James Payne,Male,0
48732,25/10/2022,Books,385,1,4200,Credit Card,35,0,James Payne,Male,0
48732,24/9/2020,Books,420,3,3002,Cash,35,0,James Payne,Male,0
48732,2/8/2021,Home,265,2,636,Cash,35,1,James Payne,Male,0
48732,30/1/2021,Electronics,489,1,1026,Credit Card,35,0,James Payne,Male,0
48732,20/8/2020,Home,401,2,3457,Cash,35,0,James Payne,Male,0
48732,25/11/2020,Books,231,2,3891,PayPal,35,0,James Payne,Male,0
48830,5/10/2022,Clothing,103,4,2501,Credit Card,25,0,Laura Ward,Male,0
48830,22/12/2022,Electronics,131,3,4484,Cash,25,0,Laura Ward,Male,0
48830,13/10/2021,Clothing,483,1,3819,Cash,25,1,Laura Ward,Male,0
48830,6/1/2023,Home,245,5,333,PayPal,25,1,Laura Ward,Male,0
48830,5/3/2023,Home,193,4,2726,PayPal,25,1,Laura Ward,Male,0
48830,2/7/2021,Books,369,3,5120,Cash,25,1,Laura Ward,Male,0
48830,14/7/2020,Clothing,274,4,4401,PayPal,25,1,Laura Ward,Male,0
46137,9/8/2020,Home,490,5,511,Credit Card,68,1,Jennifer Khan,Female,1
46137,17/2/2021,Clothing,307,3,1666,Cash,68,0,Jennifer Khan,Female,1
46137,14/1/2021,Electronics,245,1,3989,PayPal,68,0,Jennifer Khan,Female,1
46137,9/6/2020,Electronics,22,4,1429,Credit Card,68,0,Jennifer Khan,Female,1
46137,25/5/2022,Clothing,447,1,4179,Cash,68,1,Jennifer Khan,Female,1
46137,4/9/2022,Electronics,335,1,4885,Credit Card,68,1,Jennifer Khan,Female,1
46137,4/2/2021,Electronics,35,5,4997,Credit Card,68,1,Jennifer Khan,Female,1
46137,20/3/2022,Clothing,96,5,4986,Credit Card,68,1,Jennifer Khan,Female,1
48565,5/7/2023,Clothing,322,5,4019,Cash,67,0,Chris Bullock,Female,0
48565,18/11/2020,Books,70,1,2839,PayPal,67,1,Chris Bullock,Female,0
48565,1/12/2022,Books,276,1,495,Cash,67,1,Chris Bullock,Female,0
48565,10/2/2021,Home,23,2,4155,Credit Card,67,0,Chris Bullock,Female,0
48565,28/7/2022,Electronics,274,5,1707,Cash,67,0,Chris Bullock,Female,0
48212,3/2/2022,Electronics,216,1,4271,Credit Card,47,1,Mr. Michael Griffin,Male,0
48212,24/3/2020,Home,240,4,1306,Credit Card,47,1,Mr. Michael Griffin,Male,0
48212,20/12/2022,Books,413,1,3891,Credit Card,47,1,Mr. Michael Griffin,Male,0
48212,22/9/2022,Home,207,1,2063,Credit Card,47,1,Mr. Michael Griffin,Male,0
46615,1/9/2021,Electronics,174,5,2882,PayPal,39,1,John Terry,Female,0
46615,31/7/2023,Electronics,472,1,2663,Credit Card,39,1,John Terry,Female,0
46615,7/8/2022,Electronics,23,3,2017,Credit Card,39,0,John Terry,Female,0
46615,14/4/2021,Electronics,130,2,3964,PayPal,39,1,John Terry,Female,0
47460,29/12/2021,Books,298,1,2121,Credit Card,33,0,Alyssa Anderson,Male,0
47460,4/4/2023,Electronics,67,1,891,Credit Card,33,0,Alyssa Anderson,Male,0
47460,22/9/2022,Clothing,466,1,1297,Cash,33,1,Alyssa Anderson,Male,0
47460,30/8/2022,Electronics,143,3,3513,Credit Card,33,0,Alyssa Anderson,Male,0
47460,3/4/2022,Clothing,367,5,3127,Cash,33,1,Alyssa Anderson,Male,0
47460,11/5/2022,Home,216,1,3105,Cash,33,1,Alyssa Anderson,Male,0
47460,6/11/2022,Electronics,434,3,4255,Cash,33,1,Alyssa Anderson,Male,0
47460,4/10/2021,Books,325,1,4970,PayPal,33,0,Alyssa Anderson,Male,0
49913,16/4/2021,Clothing,224,3,4088,Cash,53,1,Tina Young,Female,0
49913,3/12/2020,Clothing,479,2,4758,Credit Card,53,1,Tina Young,Female,0
49913,21/9/2021,Electronics,96,3,5182,PayPal,53,0,Tina Young,Female,0
49913,15/11/2020,Electronics,258,2,4442,Credit Card,53,1,Tina Young,Female,0
49913,23/6/2020,Electronics,483,2,4201,PayPal,53,1,Tina Young,Female,0
49913,13/8/2020,Books,417,4,641,PayPal,53,0,Tina Young,Female,0
49913,18/8/2021,Books,372,3,3114,Credit Card,53,1,Tina Young,Female,0
49913,27/11/2021,Electronics,290,3,2975,Credit Card,53,1,Tina Young,Female,0
48083,24/2/2021,Books,285,1,168,Credit Card,24,1,Mackenzie Crosby,Female,0
48083,28/4/2023,Books,48,4,4051,Cash,24,1,Mackenzie Crosby,Female,0
48083,31/8/2022,Books,13,1,2319,Credit Card,24,1,Mackenzie Crosby,Female,0
48083,2/3/2023,Home,34,5,2044,PayPal,24,1,Mackenzie Crosby,Female,0
48083,22/5/2022,Home,326,5,2051,Cash,24,1,Mackenzie Crosby,Female,0
48083,16/8/2020,Home,455,2,1341,Cash,24,0,Mackenzie Crosby,Female,0
48083,16/10/2020,Clothing,32,5,2042,Credit Card,24,1,Mackenzie Crosby,Female,0
